n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
80	20	0	1	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	20	0	1	s2or	14	14	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	12	14
160	20	0	1	raw	1000	58	863	152	488	142	10	1000	13	1000	204	347	1000	454	169	149	1000	243	863	2	488	23	488	16	488	21	488	1	487
160	20	0	1	sig1	58	58	47	33	31	12	2	58	2	58	14	21	58	30	13	12	58	16	54	2	31	20	31	3	31	4	31	1	30
160	20	0	1	bsln	31	31	26	31	31	12	2	31	2	31	14	16	31	24	13	12	31	15	31	2	31	20	31	3	31	4	31	1	30
160	20	0	1	sig2	26	26	26	26	26	7	0	26	0	26	9	11	26	19	8	7	26	10	26	2	26	20	26	0	26	0	26	0	26
160	20	0	1	big2	31	31	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	31	30	31	31	31	31	31	31	30
160	20	0	1	s2or	31	31	26	31	31	31	28	31	28	31	31	31	31	31	31	31	31	31	31	26	31	26	31	29	31	30	31	27	30
320	20	0	1	raw	1000	57	863	112	512	132	6	1000	6	1000	160	280	1000	329	142	131	1000	175	849	0	512	0	512	8	512	9	512	1	511
320	20	0	1	sig1	57	57	52	39	32	5	0	57	0	57	5	12	57	15	5	5	57	5	45	0	32	0	32	0	32	0	32	0	32
320	20	0	1	bsln	32	32	32	32	32	2	0	32	0	32	2	7	32	10	2	2	32	2	28	0	32	0	32	0	32	0	32	0	32
320	20	0	1	sig2	32	32	32	32	32	2	0	32	0	32	2	7	32	10	2	2	32	2	28	0	32	0	32	0	32	0	32	0	32
320	20	0	1	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	20	0	1	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	40	0	1	raw	1000	48	993	944	488	75	169	126	549	450	776	569	915	1000	291	254	657	1000	914	488	488	488	488	167	488	488	488	3	485
20	40	0	1	sig1	48	48	48	39	21	17	19	19	20	20	23	20	24	48	20	19	21	48	25	21	21	21	21	19	21	21	21	2	19
20	40	0	1	bsln	21	21	21	21	21	17	19	19	20	20	21	20	21	21	20	19	21	21	21	21	21	21	21	19	21	21	21	2	19
20	40	0	1	sig2	21	21	21	21	21	17	19	19	20	20	21	20	21	21	20	19	21	21	21	21	21	21	21	19	21	21	21	2	19
20	40	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19
20	40	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	40	0	1	raw	1000	46	993	830	483	28	22	135	105	383	341	358	984	933	121	107	841	748	794	483	483	483	483	37	483	282	483	0	483
40	40	0	1	sig1	46	46	46	23	21	7	5	13	13	18	17	17	38	34	13	13	25	24	24	21	21	21	21	9	21	17	21	0	21
40	40	0	1	bsln	21	21	21	21	21	7	5	13	13	18	17	17	21	21	13	13	21	21	21	21	21	21	21	9	21	17	21	0	21
40	40	0	1	sig2	21	21	21	21	21	7	5	13	13	18	17	17	21	21	13	13	21	21	21	21	21	21	21	9	21	17	21	0	21
40	40	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	40	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	40	0	1	raw	1000	33	993	643	489	14	1	247	7	501	83	176	1000	528	33	29	1000	222	631	262	489	489	489	7	489	27	489	0	489
80	40	0	1	sig1	33	33	32	14	14	2	0	13	2	14	6	8	33	17	5	5	33	11	20	14	14	14	14	2	14	5	14	0	14
80	40	0	1	bsln	14	14	14	14	14	2	0	12	2	12	6	7	14	12	5	5	14	10	14	14	14	14	14	2	14	5	14	0	14
80	40	0	1	sig2	14	14	14	14	14	2	0	12	2	12	6	7	14	12	5	5	14	10	14	14	14	14	14	2	14	5	14	0	14
80	40	0	1	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	40	0	1	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	40	0	1	raw	1000	58	993	399	488	9	1	693	1	850	36	85	1000	217	21	16	1000	57	504	93	488	461	488	2	488	3	488	0	488
160	40	0	1	sig1	58	58	56	31	31	3	1	37	1	41	6	12	58	19	4	4	58	10	30	31	31	31	31	2	31	2	31	0	31
160	40	0	1	bsln	31	31	30	31	31	3	1	31	1	31	6	12	31	18	4	4	31	10	28	31	31	31	31	2	31	2	31	0	31
160	40	0	1	sig2	30	30	30	30	30	2	0	30	0	30	5	11	30	17	3	3	30	9	27	30	30	30	30	1	30	1	30	0	30
160	40	0	1	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	40	0	1	s2or	31	31	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	30	31
320	40	0	1	raw	1000	57	993	263	512	9	0	998	0	1000	19	46	1000	79	9	9	1000	25	410	1	512	67	512	0	512	0	512	0	512
320	40	0	1	sig1	57	57	57	32	32	0	0	56	0	57	0	2	57	6	0	0	57	2	22	1	32	31	32	0	32	0	32	0	32
320	40	0	1	bsln	32	32	32	32	32	0	0	32	0	32	0	2	32	6	0	0	32	2	20	1	32	31	32	0	32	0	32	0	32
320	40	0	1	sig2	32	32	32	32	32	0	0	32	0	32	0	2	32	6	0	0	32	2	20	1	32	31	32	0	32	0	32	0	32
320	40	0	1	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	40	0	1	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	80	0	1	raw	1000	48	1000	1000	488	27	151	41	841	266	938	434	655	1000	227	197	352	1000	868	488	488	488	488	136	488	488	488	3	485
20	80	0	1	sig1	48	48	48	48	21	12	20	13	22	21	29	21	21	48	21	21	21	48	21	21	21	21	21	20	21	21	21	2	19
20	80	0	1	bsln	21	21	21	21	21	12	20	13	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	21	21	2	19
20	80	0	1	sig2	21	21	21	21	21	12	20	13	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	21	21	2	19
20	80	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19
20	80	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	80	0	1	raw	1000	46	1000	996	483	5	19	10	178	117	375	187	620	995	57	48	260	980	631	483	483	483	483	19	483	466	483	0	483
40	80	0	1	sig1	46	46	46	45	21	3	8	5	20	19	21	20	22	43	17	16	21	38	22	21	21	21	21	8	21	21	21	0	21
40	80	0	1	bsln	21	21	21	21	21	3	8	5	20	19	21	20	21	21	17	16	21	21	21	21	21	21	21	8	21	21	21	0	21
40	80	0	1	sig2	21	21	21	21	21	3	8	5	20	19	21	20	21	21	17	16	21	21	21	21	21	21	21	8	21	21	21	0	21
40	80	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	80	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	80	0	1	raw	1000	33	1000	990	489	0	0	7	6	52	43	45	732	574	6	6	349	276	299	489	489	489	489	0	489	49	489	0	489
80	80	0	1	sig1	33	33	33	30	14	0	0	0	0	10	7	8	16	15	0	0	14	14	14	14	14	14	14	0	14	9	14	0	14
80	80	0	1	bsln	14	14	14	14	14	0	0	0	0	10	7	8	14	14	0	0	14	14	14	14	14	14	14	0	14	9	14	0	14
80	80	0	1	sig2	14	14	14	14	14	0	0	0	0	10	7	8	14	14	0	0	14	14	14	14	14	14	14	0	14	9	14	0	14
80	80	0	1	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	80	0	1	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	80	0	1	raw	1000	58	1000	915	488	1	0	20	0	62	4	9	971	91	1	1	920	20	123	294	488	488	488	0	488	1	488	0	488
160	80	0	1	sig1	58	58	58	35	31	0	0	8	0	15	1	2	48	18	0	0	45	8	22	31	31	31	31	0	31	0	31	0	31
160	80	0	1	bsln	31	31	31	31	31	0	0	8	0	15	1	2	31	18	0	0	31	8	22	31	31	31	31	0	31	0	31	0	31
160	80	0	1	sig2	31	31	31	31	31	0	0	8	0	15	1	2	31	18	0	0	31	8	22	31	31	31	31	0	31	0	31	0	31
160	80	0	1	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	80	0	1	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	80	0	1	raw	1000	57	1000	701	512	0	0	83	0	190	1	3	1000	8	0	0	1000	1	51	85	512	511	512	0	512	0	512	0	512
320	80	0	1	sig1	57	57	57	32	32	0	0	11	0	17	0	0	57	1	0	0	57	0	9	32	32	32	32	0	32	0	32	0	32
320	80	0	1	bsln	32	32	32	32	32	0	0	11	0	17	0	0	32	1	0	0	32	0	9	32	32	32	32	0	32	0	32	0	32
320	80	0	1	sig2	32	32	32	32	32	0	0	11	0	17	0	0	32	1	0	0	32	0	9	32	32	32	32	0	32	0	32	0	32
320	80	0	1	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	80	0	1	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	160	0	1	raw	1000	48	1000	1000	488	9	133	10	998	192	1000	345	436	1000	183	161	231	1000	848	488	488	488	488	108	488	488	488	3	485
20	160	0	1	sig1	48	48	48	48	21	5	21	6	46	21	48	21	21	48	21	21	21	48	21	21	21	21	21	21	21	21	21	3	18
20	160	0	1	bsln	21	21	21	21	21	5	21	6	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	3	18
20	160	0	1	sig2	21	21	21	21	21	5	21	6	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	3	18
20	160	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	18
20	160	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	160	0	1	raw	1000	46	1000	1000	483	0	11	1	411	48	611	94	231	1000	33	24	72	1000	508	483	483	483	483	10	483	483	483	0	483
40	160	0	1	sig1	46	46	46	46	21	0	6	1	21	17	21	20	21	46	16	13	20	46	21	21	21	21	21	6	21	21	21	0	21
40	160	0	1	bsln	21	21	21	21	21	0	6	1	21	17	21	20	21	21	16	13	20	21	21	21	21	21	21	6	21	21	21	0	21
40	160	0	1	sig2	21	21	21	21	21	0	6	1	21	17	21	20	21	21	16	13	20	21	21	21	21	21	21	6	21	21	21	0	21
40	160	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	160	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	160	0	1	raw	1000	33	1000	1000	489	0	0	0	6	2	37	9	102	797	0	0	15	716	118	489	489	489	489	0	489	256	489	0	489
80	160	0	1	sig1	33	33	33	33	14	0	0	0	3	0	9	4	14	15	0	0	6	14	14	14	14	14	14	0	14	14	14	0	14
80	160	0	1	bsln	14	14	14	14	14	0	0	0	3	0	9	4	14	14	0	0	6	14	14	14	14	14	14	0	14	14	14	0	14
80	160	0	1	sig2	14	14	14	14	14	0	0	0	3	0	9	4	14	14	0	0	6	14	14	14	14	14	14	0	14	14	14	0	14
80	160	0	1	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	160	0	1	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	160	0	1	raw	1000	58	1000	1000	488	0	0	0	0	0	0	0	108	58	0	0	13	9	11	488	488	488	488	0	488	1	488	0	488
160	160	0	1	sig1	58	58	58	58	31	0	0	0	0	0	0	0	20	17	0	0	8	6	7	31	31	31	31	0	31	1	31	0	31
160	160	0	1	bsln	31	31	31	31	31	0	0	0	0	0	0	0	20	17	0	0	8	6	7	31	31	31	31	0	31	1	31	0	31
160	160	0	1	sig2	31	31	31	31	31	0	0	0	0	0	0	0	20	17	0	0	8	6	7	31	31	31	31	0	31	1	31	0	31
160	160	0	1	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	160	0	1	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	160	0	1	raw	1000	57	1000	997	512	0	0	0	0	0	0	0	286	0	0	0	165	0	1	316	512	512	512	0	512	0	512	0	512
320	160	0	1	sig1	57	57	57	54	32	0	0	0	0	0	0	0	26	0	0	0	23	0	0	32	32	32	32	0	32	0	32	0	32
320	160	0	1	bsln	32	32	32	32	32	0	0	0	0	0	0	0	26	0	0	0	23	0	0	32	32	32	32	0	32	0	32	0	32
320	160	0	1	sig2	32	32	32	32	32	0	0	0	0	0	0	0	26	0	0	0	23	0	0	32	32	32	32	0	32	0	32	0	32
320	160	0	1	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	160	0	1	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	320	0	1	raw	1000	48	1000	1000	488	5	143	5	1000	168	1000	264	295	1000	173	154	187	1000	832	488	488	488	488	121	488	488	488	2	486
20	320	0	1	sig1	48	48	48	48	21	5	21	5	48	21	48	21	21	48	21	21	21	48	21	21	21	21	21	21	21	21	21	2	19
20	320	0	1	bsln	21	21	21	21	21	5	21	5	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	2	19
20	320	0	1	sig2	21	21	21	21	21	5	21	5	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	2	19
20	320	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19
20	320	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	320	0	1	raw	1000	46	1000	1000	483	0	11	0	891	18	946	50	94	1000	15	15	24	1000	418	483	483	483	483	7	483	483	483	0	483
40	320	0	1	sig1	46	46	46	46	21	0	9	0	21	12	23	19	20	46	12	12	13	46	21	21	21	21	21	6	21	21	21	0	21
40	320	0	1	bsln	21	21	21	21	21	0	9	0	21	12	21	19	20	21	12	12	13	21	21	21	21	21	21	6	21	21	21	0	21
40	320	0	1	sig2	21	21	21	21	21	0	9	0	21	12	21	19	20	21	12	12	13	21	21	21	21	21	21	6	21	21	21	0	21
40	320	0	1	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	320	0	1	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	320	0	1	raw	1000	33	1000	1000	489	0	0	0	29	1	79	1	7	996	0	0	1	1000	43	489	489	489	489	0	489	489	489	0	489
80	320	0	1	sig1	33	33	33	33	14	0	0	0	11	1	14	1	3	30	0	0	1	33	13	14	14	14	14	0	14	14	14	0	14
80	320	0	1	bsln	14	14	14	14	14	0	0	0	11	1	14	1	3	14	0	0	1	14	13	14	14	14	14	0	14	14	14	0	14
80	320	0	1	sig2	14	14	14	14	14	0	0	0	11	1	14	1	3	14	0	0	1	14	13	14	14	14	14	0	14	14	14	0	14
80	320	0	1	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	320	0	1	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	320	0	1	raw	1000	58	1000	1000	488	0	0	0	0	0	0	0	1	123	0	0	0	85	1	488	488	488	488	0	488	8	488	0	488
160	320	0	1	sig1	58	58	58	58	31	0	0	0	0	0	0	0	1	27	0	0	0	25	1	31	31	31	31	0	31	5	31	0	31
160	320	0	1	bsln	31	31	31	31	31	0	0	0	0	0	0	0	1	27	0	0	0	25	1	31	31	31	31	0	31	5	31	0	31
160	320	0	1	sig2	31	31	31	31	31	0	0	0	0	0	0	0	1	27	0	0	0	25	1	31	31	31	31	0	31	5	31	0	31
160	320	0	1	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	320	0	1	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	320	0	1	raw	1000	57	1000	1000	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	512	512	512	0	512	0	512	0	512
320	320	0	1	sig1	57	57	57	57	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	32	32	0	32	0	32	0	32
320	320	0	1	bsln	32	32	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	32	32	0	32	0	32	0	32
320	320	0	1	sig2	32	32	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	32	32	0	32	0	32	0	32
320	320	0	1	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	320	0	1	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	20	0.2	1	raw	1000	95	863	688	738	370	339	669	548	892	838	860	1000	999	609	551	999	982	992	738	738	738	738	363	737	688	738	38	700
20	20	0.2	1	sig1	95	95	79	89	90	81	76	90	88	90	90	90	95	95	89	88	94	94	94	90	90	90	90	84	89	90	90	26	64
20	20	0.2	1	bsln	90	90	74	89	90	81	76	90	88	90	90	90	90	90	89	88	90	90	90	90	90	90	90	84	89	90	90	26	64
20	20	0.2	1	sig2	74	74	74	74	74	68	62	74	72	74	74	74	74	74	73	72	74	74	74	74	74	74	74	68	74	74	74	10	64
20	20	0.2	1	big2	90	90	74	89	90	87	88	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	64
20	20	0.2	1	s2or	90	90	74	89	90	87	88	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	74
40	20	0.2	1	raw	1000	148	863	644	822	365	185	903	259	977	644	774	1000	951	516	461	1000	802	972	639	822	822	822	240	822	433	822	21	801
40	20	0.2	1	sig1	148	148	132	144	144	111	73	144	90	145	136	142	148	145	128	124	148	142	145	144	144	144	144	90	144	123	144	13	131
40	20	0.2	1	bsln	144	144	128	144	144	111	73	144	90	144	136	142	144	144	128	124	144	142	144	144	144	144	144	90	144	123	144	13	131
40	20	0.2	1	sig2	128	128	128	128	128	95	57	128	74	128	120	126	128	128	112	108	128	126	128	128	128	128	128	74	128	107	128	4	124
40	20	0.2	1	big2	144	144	135	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	131
40	20	0.2	1	s2or	144	144	128	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	137	135
80	20	0.2	1	raw	1000	237	863	628	891	334	82	1000	106	1000	483	695	1000	825	428	386	1000	606	956	421	891	761	891	151	891	214	891	13	878
80	20	0.2	1	sig1	237	237	208	236	236	139	45	237	55	237	178	215	237	230	166	151	237	204	237	236	236	236	236	73	236	99	236	6	230
80	20	0.2	1	bsln	236	236	208	236	236	139	45	236	55	236	178	214	236	229	166	151	236	204	236	236	236	236	236	73	236	99	236	6	230
80	20	0.2	1	sig2	208	208	208	208	208	111	17	208	27	208	150	186	208	201	138	123	208	176	208	208	208	208	208	45	208	71	208	0	208
80	20	0.2	1	big2	236	236	230	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	230
80	20	0.2	1	s2or	236	236	208	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	214	230
160	20	0.2	1	raw	1000	435	863	724	958	322	40	1000	45	1000	408	589	1000	676	367	325	1000	457	959	180	958	368	958	83	958	99	958	9	949
160	20	0.2	1	sig1	435	435	379	435	435	184	27	435	31	435	221	309	435	341	208	184	435	241	424	180	435	356	435	55	435	63	435	5	430
160	20	0.2	1	bsln	435	435	379	435	435	184	27	435	31	435	221	309	435	341	208	184	435	241	424	180	435	356	435	55	435	63	435	5	430
160	20	0.2	1	sig2	379	379	379	379	379	128	2	379	2	379	165	253	379	285	152	128	379	185	368	160	379	328	379	6	379	10	379	0	379
160	20	0.2	1	big2	435	435	430	435	435	435	434	435	434	435	435	435	435	435	435	435	435	435	435	432	435	432	435	435	435	435	435	435	430
160	20	0.2	1	s2or	435	435	379	435	435	435	404	435	408	435	435	435	435	435	435	435	435	435	435	399	435	407	435	428	435	432	435	384	430
320	20	0.2	1	raw	1000	690	863	864	995	326	19	1000	20	1000	367	506	1000	544	348	311	1000	395	945	14	995	42	995	57	995	61	995	11	984
320	20	0.2	1	sig1	690	690	591	690	690	258	16	690	17	690	291	389	690	418	276	243	690	313	659	14	690	42	690	48	690	51	690	10	680
320	20	0.2	1	bsln	690	690	591	690	690	258	16	690	17	690	291	389	690	418	276	243	690	313	659	14	690	42	690	48	690	51	690	10	680
320	20	0.2	1	sig2	591	591	591	591	591	159	0	591	0	591	192	290	591	319	177	144	591	214	560	11	591	37	591	0	591	0	591	0	591
320	20	0.2	1	big2	690	690	680	690	690	690	687	690	687	690	690	690	690	690	690	690	690	690	690	680	690	680	690	690	690	690	690	690	680
320	20	0.2	1	s2or	690	690	591	690	690	690	607	690	608	690	690	690	690	690	690	690	690	690	690	594	690	596	690	639	690	642	690	601	680
20	40	0.2	1	raw	1000	95	993	973	738	184	325	286	726	643	880	744	978	1000	484	447	813	1000	977	738	738	738	738	329	738	737	738	21	717
20	40	0.2	1	sig1	95	95	95	92	90	74	88	87	89	89	90	89	92	95	89	89	90	95	92	90	90	90	90	88	90	90	90	15	75
20	40	0.2	1	bsln	90	90	90	90	90	74	88	87	89	89	90	89	90	90	89	89	90	90	90	90	90	90	90	88	90	90	90	15	75
20	40	0.2	1	sig2	90	90	90	90	90	74	88	87	89	89	90	89	90	90	89	89	90	90	90	90	90	90	90	88	90	90	90	15	75
20	40	0.2	1	big2	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	75
20	40	0.2	1	s2or	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
40	40	0.2	1	raw	1000	148	993	963	822	139	123	349	290	659	588	617	997	971	325	295	944	890	910	822	822	822	822	150	821	584	822	5	817
40	40	0.2	1	sig1	148	148	145	144	144	71	65	118	109	142	136	140	147	146	116	111	145	145	145	144	144	144	144	75	143	136	144	5	139
40	40	0.2	1	bsln	144	144	141	144	144	71	65	118	109	142	136	140	144	144	116	111	144	144	144	144	144	144	144	75	143	136	144	5	139
40	40	0.2	1	sig2	141	141	141	141	141	69	63	115	106	139	133	137	141	141	113	108	141	141	141	141	141	141	141	72	141	133	141	2	139
40	40	0.2	1	big2	144	144	141	144	144	143	143	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	143	144	144	144	139
40	40	0.2	1	s2or	144	144	141	144	144	143	143	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	143	144	144	144	141
80	40	0.2	1	raw	1000	237	993	938	891	102	41	556	59	778	314	434	1000	773	188	175	1000	507	829	761	891	891	891	54	891	172	891	1	890
80	40	0.2	1	sig1	237	237	234	236	236	68	33	201	45	228	151	178	237	225	109	101	237	190	230	236	236	236	236	43	236	99	236	1	235
80	40	0.2	1	bsln	236	236	233	236	236	68	33	201	45	228	151	178	236	225	109	101	236	190	230	236	236	236	236	43	236	99	236	1	235
80	40	0.2	1	sig2	233	233	233	233	233	65	30	198	42	225	148	175	233	222	106	98	233	187	227	233	233	233	233	40	233	96	233	0	233
80	40	0.2	1	big2	236	236	235	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	235
80	40	0.2	1	s2or	236	236	233	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	234	235
160	40	0.2	1	raw	1000	435	993	915	958	71	8	917	11	970	170	315	1000	510	113	99	1000	236	771	634	958	947	958	14	958	30	958	0	958
160	40	0.2	1	sig1	435	435	433	435	435	54	7	426	8	433	122	205	435	295	83	72	435	163	379	435	435	435	435	10	435	22	435	0	435
160	40	0.2	1	bsln	435	435	433	435	435	54	7	426	8	433	122	205	435	295	83	72	435	163	379	435	435	435	435	10	435	22	435	0	435
160	40	0.2	1	sig2	433	433	433	433	433	52	5	424	6	431	120	203	433	293	81	70	433	161	377	433	433	433	433	8	433	20	433	0	433
160	40	0.2	1	big2	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435
160	40	0.2	1	s2or	435	435	433	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	433	435
320	40	0.2	1	raw	1000	690	993	955	995	56	2	1000	4	1000	88	199	1000	285	71	65	1000	121	728	428	995	788	995	5	995	8	995	0	995
320	40	0.2	1	sig1	690	690	686	690	690	47	2	690	4	690	77	165	690	233	61	55	690	103	543	428	690	687	690	5	690	8	690	0	690
320	40	0.2	1	bsln	690	690	686	690	690	47	2	690	4	690	77	165	690	233	61	55	690	103	543	428	690	687	690	5	690	8	690	0	690
320	40	0.2	1	sig2	686	686	686	686	686	43	1	686	2	686	73	161	686	229	57	51	686	99	539	426	686	684	686	3	686	4	686	0	686
320	40	0.2	1	big2	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690	690
320	40	0.2	1	s2or	690	690	686	690	690	690	687	690	688	690	690	690	690	690	690	690	690	690	690	688	690	689	690	688	690	690	690	686	690
