n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
160	40	0	1	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	40	0	1	raw	100	6	100	18	44	2	0	100	0	100	2	3	100	6	2	2	100	2	45	1	44	7	44	0	44	0	44	0	44
320	40	0	1	sig1	6	6	6	3	3	1	0	6	0	6	1	1	6	2	1	1	6	1	3	1	3	2	3	0	3	0	3	0	3
320	40	0	1	bsln	3	3	3	3	3	1	0	3	0	3	1	1	3	2	1	1	3	1	3	1	3	2	3	0	3	0	3	0	3
320	40	0	1	sig2	3	3	3	3	3	1	0	3	0	3	1	1	3	2	1	1	3	1	3	1	3	2	3	0	3	0	3	0	3
320	40	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
320	40	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
20	80	0	1	raw	100	4	100	100	51	1	10	1	83	25	91	44	68	100	19	15	39	100	86	51	51	51	51	9	51	51	51	0	51
20	80	0	1	sig1	4	4	4	4	1	1	1	1	1	1	1	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	0	1
20	80	0	1	bsln	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	80	0	1	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	80	0	1	big2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	80	0	1	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	80	0	1	raw	100	7	100	100	49	1	3	3	13	9	31	13	61	97	7	6	20	95	63	49	49	49	49	3	49	48	49	0	49
40	80	0	1	sig1	7	7	7	7	3	1	1	1	3	3	3	3	3	6	3	2	3	5	3	3	3	3	3	1	3	3	3	0	3
40	80	0	1	bsln	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3	3	3	0	3
40	80	0	1	sig2	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3	3	3	0	3
40	80	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
40	80	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	80	0	1	raw	100	3	100	100	49	0	0	0	0	6	3	5	68	59	0	0	38	31	32	49	49	49	49	0	49	6	49	0	49
80	80	0	1	sig1	3	3	3	3	3	0	0	0	0	1	1	1	3	3	0	0	3	3	3	3	3	3	3	0	3	1	3	0	3
80	80	0	1	bsln	3	3	3	3	3	0	0	0	0	1	1	1	3	3	0	0	3	3	3	3	3	3	3	0	3	1	3	0	3
80	80	0	1	sig2	3	3	3	3	3	0	0	0	0	1	1	1	3	3	0	0	3	3	3	3	3	3	3	0	3	1	3	0	3
80	80	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	80	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
160	80	0	1	raw	100	6	100	87	42	0	0	1	0	4	0	0	96	7	0	0	88	1	11	24	42	42	42	0	42	0	42	0	42
160	80	0	1	sig1	6	6	6	3	2	0	0	0	0	0	0	0	4	1	0	0	4	0	1	2	2	2	2	0	2	0	2	0	2
160	80	0	1	bsln	2	2	2	2	2	0	0	0	0	0	0	0	2	1	0	0	2	0	1	2	2	2	2	0	2	0	2	0	2
160	80	0	1	sig2	2	2	2	2	2	0	0	0	0	0	0	0	2	1	0	0	2	0	1	2	2	2	2	0	2	0	2	0	2
160	80	0	1	big2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
160	80	0	1	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	80	0	1	raw	100	6	100	71	44	0	0	6	0	17	0	0	100	0	0	0	100	0	2	9	44	44	44	0	44	0	44	0	44
320	80	0	1	sig1	6	6	6	3	3	0	0	2	0	3	0	0	6	0	0	0	6	0	1	3	3	3	3	0	3	0	3	0	3
320	80	0	1	bsln	3	3	3	3	3	0	0	2	0	3	0	0	3	0	0	0	3	0	1	3	3	3	3	0	3	0	3	0	3
320	80	0	1	sig2	3	3	3	3	3	0	0	2	0	3	0	0	3	0	0	0	3	0	1	3	3	3	3	0	3	0	3	0	3
320	80	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
320	80	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
20	160	0	1	raw	100	4	100	100	51	0	13	0	100	22	100	38	45	100	18	16	26	100	84	51	51	51	51	9	51	51	51	0	51
20	160	0	1	sig1	4	4	4	4	1	0	1	0	4	1	4	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	0	1
20	160	0	1	bsln	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	160	0	1	sig2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	160	0	1	big2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	160	0	1	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	160	0	1	raw	100	7	100	100	49	0	1	0	49	4	63	12	24	100	2	2	10	100	55	49	49	49	49	1	49	49	49	0	49
40	160	0	1	sig1	7	7	7	7	3	0	1	0	3	3	3	3	3	7	2	2	3	7	3	3	3	3	3	1	3	3	3	0	3
40	160	0	1	bsln	3	3	3	3	3	0	1	0	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	1	3	3	3	0	3
40	160	0	1	sig2	3	3	3	3	3	0	1	0	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	1	3	3	3	0	3
40	160	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
40	160	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	160	0	1	raw	100	3	100	100	49	0	0	0	0	0	7	0	15	86	0	0	1	78	18	49	49	49	49	0	49	24	49	0	49
80	160	0	1	sig1	3	3	3	3	3	0	0	0	0	0	2	0	3	3	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3
80	160	0	1	bsln	3	3	3	3	3	0	0	0	0	0	2	0	3	3	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3
80	160	0	1	sig2	3	3	3	3	3	0	0	0	0	0	2	0	3	3	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3
80	160	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	160	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
160	160	0	1	raw	100	6	100	100	42	0	0	0	0	0	0	0	14	10	0	0	2	2	2	42	42	42	42	0	42	0	42	0	42
160	160	0	1	sig1	6	6	6	6	2	0	0	0	0	0	0	0	1	1	0	0	1	1	1	2	2	2	2	0	2	0	2	0	2
160	160	0	1	bsln	2	2	2	2	2	0	0	0	0	0	0	0	1	1	0	0	1	1	1	2	2	2	2	0	2	0	2	0	2
160	160	0	1	sig2	2	2	2	2	2	0	0	0	0	0	0	0	1	1	0	0	1	1	1	2	2	2	2	0	2	0	2	0	2
160	160	0	1	big2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
160	160	0	1	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	160	0	1	raw	100	6	100	99	44	0	0	0	0	0	0	0	31	1	0	0	18	0	1	27	44	44	44	0	44	0	44	0	44
320	160	0	1	sig1	6	6	6	5	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	3	3	3	0	3	0	3	0	3
320	160	0	1	bsln	3	3	3	3	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	3	3	3	0	3	0	3	0	3
320	160	0	1	sig2	3	3	3	3	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	3	3	3	0	3	0	3	0	3
320	160	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
320	160	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
20	320	0	1	raw	100	4	100	100	51	0	11	0	100	13	100	27	27	100	14	12	14	100	79	51	51	51	51	7	51	51	51	0	51
20	320	0	1	sig1	4	4	4	4	1	0	1	0	4	1	4	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	0	1
20	320	0	1	bsln	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	320	0	1	sig2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	320	0	1	big2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	320	0	1	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	320	0	1	raw	100	7	100	100	49	0	2	1	87	2	93	7	8	100	2	2	3	100	37	49	49	49	49	2	49	49	49	0	49
40	320	0	1	sig1	7	7	7	7	3	0	2	1	3	2	3	3	3	7	2	2	2	7	3	3	3	3	3	2	3	3	3	0	3
40	320	0	1	bsln	3	3	3	3	3	0	2	1	3	2	3	3	3	3	2	2	2	3	3	3	3	3	3	2	3	3	3	0	3
40	320	0	1	sig2	3	3	3	3	3	0	2	1	3	2	3	3	3	3	2	2	2	3	3	3	3	3	3	2	3	3	3	0	3
40	320	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
40	320	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	320	0	1	raw	100	3	100	100	49	0	0	0	2	0	4	0	1	100	0	0	0	100	3	49	49	49	49	0	49	49	49	0	49
80	320	0	1	sig1	3	3	3	3	3	0	0	0	2	0	2	0	1	3	0	0	0	3	2	3	3	3	3	0	3	3	3	0	3
80	320	0	1	bsln	3	3	3	3	3	0	0	0	2	0	2	0	1	3	0	0	0	3	2	3	3	3	3	0	3	3	3	0	3
80	320	0	1	sig2	3	3	3	3	3	0	0	0	2	0	2	0	1	3	0	0	0	3	2	3	3	3	3	0	3	3	3	0	3
80	320	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	320	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
160	320	0	1	raw	100	6	100	100	42	0	0	0	0	0	0	0	0	7	0	0	0	4	0	42	42	42	42	0	42	0	42	0	42
160	320	0	1	sig1	6	6	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	2	0	2	0	2
160	320	0	1	bsln	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	2	0	2	0	2
160	320	0	1	sig2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	2	0	2	0	2
160	320	0	1	big2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
160	320	0	1	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	320	0	1	raw	100	6	100	100	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	44	44	0	44	0	44	0	44
320	320	0	1	sig1	6	6	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	3	0	3	0	3
320	320	0	1	bsln	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	3	0	3	0	3
320	320	0	1	sig2	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	3	0	3	0	3
320	320	0	1	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
320	320	0	1	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
20	20	0.2	1	raw	100	8	91	71	71	34	30	63	49	90	82	87	100	100	58	50	100	98	100	71	71	71	71	36	71	65	71	2	69
20	20	0.2	1	sig1	8	8	7	7	7	5	5	7	5	7	7	7	8	8	7	6	8	8	8	7	7	7	7	5	7	7	7	1	6
20	20	0.2	1	bsln	7	7	6	7	7	5	5	7	5	7	7	7	7	7	7	6	7	7	7	7	7	7	7	5	7	7	7	1	6
20	20	0.2	1	sig2	6	6	6	6	6	4	4	6	4	6	6	6	6	6	6	5	6	6	6	6	6	6	6	4	6	6	6	0	6
20	20	0.2	1	big2	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6
20	20	0.2	1	s2or	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6
40	20	0.2	1	raw	100	17	91	63	77	39	18	86	26	92	64	72	100	91	53	48	100	75	92	64	77	77	77	22	77	44	77	2	75
40	20	0.2	1	sig1	17	17	16	16	16	13	8	16	9	16	16	16	17	16	15	15	17	16	16	16	16	16	16	9	16	15	16	2	14
40	20	0.2	1	bsln	16	16	15	16	16	13	8	16	9	16	16	16	16	16	15	15	16	16	16	16	16	16	16	9	16	15	16	2	14
40	20	0.2	1	sig2	15	15	15	15	15	12	7	15	8	15	15	15	15	15	14	14	15	15	15	15	15	15	15	8	15	14	15	1	14
40	20	0.2	1	big2	16	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14
40	20	0.2	1	s2or	16	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15
80	20	0.2	1	raw	100	24	91	69	88	30	10	100	12	100	53	67	100	81	41	35	100	57	93	49	88	78	88	12	88	17	88	0	88
80	20	0.2	1	sig1	24	24	21	24	24	16	6	24	7	24	20	23	24	23	18	16	24	22	23	24	24	24	24	7	24	11	24	0	24
80	20	0.2	1	bsln	24	24	21	24	24	16	6	24	7	24	20	23	24	23	18	16	24	22	23	24	24	24	24	7	24	11	24	0	24
80	20	0.2	1	sig2	21	21	21	21	21	13	3	21	4	21	17	20	21	20	15	13	21	19	20	21	21	21	21	4	21	8	21	0	21
80	20	0.2	1	big2	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
80	20	0.2	1	s2or	24	24	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	21	24
160	20	0.2	1	raw	100	46	91	84	98	33	3	100	4	100	45	58	100	67	41	34	100	48	92	17	98	43	98	5	98	8	98	0	98
160	20	0.2	1	sig1	46	46	43	46	46	21	2	46	2	46	26	33	46	38	25	21	46	27	46	17	46	42	46	3	46	5	46	0	46
160	20	0.2	1	bsln	46	46	43	46	46	21	2	46	2	46	26	33	46	38	25	21	46	27	46	17	46	42	46	3	46	5	46	0	46
160	20	0.2	1	sig2	43	43	43	43	43	18	0	43	0	43	23	30	43	35	22	18	43	24	43	16	43	40	43	0	43	2	43	0	43
160	20	0.2	1	big2	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
160	20	0.2	1	s2or	46	46	43	46	46	46	45	46	45	46	46	46	46	46	46	46	46	46	46	44	46	45	46	46	46	46	46	43	46
320	20	0.2	1	raw	100	68	91	87	99	30	1	100	1	100	32	49	100	53	30	29	100	35	92	3	99	6	99	3	99	3	99	0	99
320	20	0.2	1	sig1	68	68	63	68	68	24	1	68	1	68	26	36	68	40	24	23	68	28	65	3	68	6	68	2	68	2	68	0	68
320	20	0.2	1	bsln	68	68	63	68	68	24	1	68	1	68	26	36	68	40	24	23	68	28	65	3	68	6	68	2	68	2	68	0	68
320	20	0.2	1	sig2	63	63	63	63	63	19	0	63	0	63	21	31	63	35	19	18	63	23	60	3	63	6	63	0	63	0	63	0	63
320	20	0.2	1	big2	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
320	20	0.2	1	s2or	68	68	63	68	68	68	64	68	64	68	68	68	68	68	68	68	68	68	68	63	68	63	68	65	68	65	68	63	68
20	40	0.2	1	raw	100	8	100	99	71	19	29	25	78	66	88	78	98	100	51	45	82	100	98	71	71	71	71	29	71	70	71	0	71
20	40	0.2	1	sig1	8	8	8	8	7	6	7	7	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	0	7
20	40	0.2	1	bsln	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7
20	40	0.2	1	sig2	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7
20	40	0.2	1	big2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20	40	0.2	1	s2or	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
40	40	0.2	1	raw	100	17	100	92	77	11	10	34	23	68	64	64	100	97	27	24	94	90	93	77	77	77	77	11	77	58	77	1	76
40	40	0.2	1	sig1	17	17	17	16	16	5	5	13	9	16	15	15	17	17	12	10	16	16	16	16	16	16	16	5	16	15	16	1	15
40	40	0.2	1	bsln	16	16	16	16	16	5	5	13	9	16	15	15	16	16	12	10	16	16	16	16	16	16	16	5	16	15	16	1	15
40	40	0.2	1	sig2	16	16	16	16	16	5	5	13	9	16	15	15	16	16	12	10	16	16	16	16	16	16	16	5	16	15	16	1	15
40	40	0.2	1	big2	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15
40	40	0.2	1	s2or	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
80	40	0.2	1	raw	100	24	100	92	88	12	5	59	8	82	35	48	100	81	22	19	100	52	84	77	88	88	88	8	88	19	88	0	88
80	40	0.2	1	sig1	24	24	24	24	24	9	4	22	7	24	18	21	24	24	16	13	24	21	24	24	24	24	24	7	24	13	24	0	24
80	40	0.2	1	bsln	24	24	24	24	24	9	4	22	7	24	18	21	24	24	16	13	24	21	24	24	24	24	24	7	24	13	24	0	24
80	40	0.2	1	sig2	24	24	24	24	24	9	4	22	7	24	18	21	24	24	16	13	24	21	24	24	24	24	24	7	24	13	24	0	24
80	40	0.2	1	big2	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
80	40	0.2	1	s2or	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
160	40	0.2	1	raw	100	46	100	97	98	10	0	94	1	99	21	33	100	58	13	13	100	29	77	71	98	97	98	2	98	2	98	0	98
160	40	0.2	1	sig1	46	46	46	46	46	7	0	45	1	45	14	23	46	34	9	9	46	21	39	46	46	46	46	1	46	1	46	0	46
160	40	0.2	1	bsln	46	46	46	46	46	7	0	45	1	45	14	23	46	34	9	9	46	21	39	46	46	46	46	1	46	1	46	0	46
160	40	0.2	1	sig2	46	46	46	46	46	7	0	45	1	45	14	23	46	34	9	9	46	21	39	46	46	46	46	1	46	1	46	0	46
160	40	0.2	1	big2	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
160	40	0.2	1	s2or	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
320	40	0.2	1	raw	100	68	100	94	99	4	0	100	0	100	6	21	100	35	6	6	100	11	78	44	99	76	99	0	99	0	99	0	99
320	40	0.2	1	sig1	68	68	68	68	68	3	0	68	0	68	5	14	68	25	5	5	68	8	58	44	68	68	68	0	68	0	68	0	68
320	40	0.2	1	bsln	68	68	68	68	68	3	0	68	0	68	5	14	68	25	5	5	68	8	58	44	68	68	68	0	68	0	68	0	68
320	40	0.2	1	sig2	68	68	68	68	68	3	0	68	0	68	5	14	68	25	5	5	68	8	58	44	68	68	68	0	68	0	68	0	68
320	40	0.2	1	big2	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
320	40	0.2	1	s2or	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
20	80	0.2	1	raw	100	8	100	100	71	7	26	10	97	43	98	63	86	100	38	36	54	100	97	71	71	71	71	25	71	71	71	1	70
20	80	0.2	1	sig1	8	8	8	8	7	4	6	5	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	6	7	7	7	1	6
20	80	0.2	1	bsln	7	7	7	7	7	4	6	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	1	6
20	80	0.2	1	sig2	7	7	7	7	7	4	6	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	1	6
20	80	0.2	1	big2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6
20	80	0.2	1	s2or	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
40	80	0.2	1	raw	100	17	100	100	77	3	10	8	45	37	66	45	82	99	22	19	54	98	83	77	77	77	77	10	77	77	77	1	76
40	80	0.2	1	sig1	17	17	17	17	16	3	7	6	15	14	16	15	16	16	14	12	16	16	16	16	16	16	16	7	16	16	16	1	15
40	80	0.2	1	bsln	16	16	16	16	16	3	7	6	15	14	16	15	16	16	14	12	16	16	16	16	16	16	16	7	16	16	16	1	15
40	80	0.2	1	sig2	16	16	16	16	16	3	7	6	15	14	16	15	16	16	14	12	16	16	16	16	16	16	16	7	16	16	16	1	15
40	80	0.2	1	big2	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15
40	80	0.2	1	s2or	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
80	80	0.2	1	raw	100	24	100	100	88	2	2	8	6	31	24	29	91	84	8	6	74	66	71	88	88	88	88	2	88	31	88	0	88
80	80	0.2	1	sig1	24	24	24	24	24	2	2	6	4	19	16	18	24	24	6	4	24	24	24	24	24	24	24	2	24	19	24	0	24
80	80	0.2	1	bsln	24	24	24	24	24	2	2	6	4	19	16	18	24	24	6	4	24	24	24	24	24	24	24	2	24	19	24	0	24
80	80	0.2	1	sig2	24	24	24	24	24	2	2	6	4	19	16	18	24	24	6	4	24	24	24	24	24	24	24	2	24	19	24	0	24
80	80	0.2	1	big2	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
80	80	0.2	1	s2or	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
160	80	0.2	1	raw	100	46	100	100	98	0	0	11	0	32	5	9	100	39	1	1	100	10	50	95	98	98	98	0	98	1	98	0	98
160	80	0.2	1	sig1	46	46	46	46	46	0	0	10	0	26	4	8	46	32	1	1	46	9	35	46	46	46	46	0	46	1	46	0	46
160	80	0.2	1	bsln	46	46	46	46	46	0	0	10	0	26	4	8	46	32	1	1	46	9	35	46	46	46	46	0	46	1	46	0	46
160	80	0.2	1	sig2	46	46	46	46	46	0	0	10	0	26	4	8	46	32	1	1	46	9	35	46	46	46	46	0	46	1	46	0	46
160	80	0.2	1	big2	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
160	80	0.2	1	s2or	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
320	80	0.2	1	raw	100	68	100	100	99	0	0	41	0	59	0	2	100	6	0	0	100	2	30	84	99	99	99	0	99	0	99	0	99
320	80	0.2	1	sig1	68	68	68	68	68	0	0	37	0	47	0	2	68	5	0	0	68	2	27	68	68	68	68	0	68	0	68	0	68
320	80	0.2	1	bsln	68	68	68	68	68	0	0	37	0	47	0	2	68	5	0	0	68	2	27	68	68	68	68	0	68	0	68	0	68
320	80	0.2	1	sig2	68	68	68	68	68	0	0	37	0	47	0	2	68	5	0	0	68	2	27	68	68	68	68	0	68	0	68	0	68
320	80	0.2	1	big2	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
320	80	0.2	1	s2or	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
20	160	0.2	1	raw	100	8	100	100	71	4	34	4	100	43	100	61	70	100	40	37	49	100	97	71	71	71	71	30	71	71	71	0	71
20	160	0.2	1	sig1	8	8	8	8	7	4	7	4	8	7	8	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	0	7
20	160	0.2	1	bsln	7	7	7	7	7	4	7	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7
20	160	0.2	1	sig2	7	7	7	7	7	4	7	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7
20	160	0.2	1	big2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20	160	0.2	1	s2or	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
40	160	0.2	1	raw	100	17	100	100	77	4	13	5	76	22	82	34	57	100	21	20	30	100	78	77	77	77	77	12	77	77	77	1	76
40	160	0.2	1	sig1	17	17	17	17	16	4	7	5	16	12	16	14	16	17	12	11	14	17	16	16	16	16	16	7	16	16	16	1	15
