n1	n2	d1	d2	type	m	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
80	20	0.8	0.2	raw	1000	997	97	733	998	515	228	822	584	614	993	733	56
80	20	0.8	0.2	sig1	997	997	97	731	996	513	226	819	582	612	990	731	54
80	20	0.8	0.2	bsln	731	731	93	731	730	504	226	712	560	588	731	731	54
80	20	0.8	0.2	sig2	93	93	93	93	93	93	87	93	93	93	93	93	45
80	20	0.8	0.2	big2	731	731	102	731	730	504	229	712	560	588	731	731	54
80	20	0.8	0.2	s2or	731	731	93	731	730	504	232	712	560	588	731	731	102
160	20	0.8	0.2	raw	1000	1000	97	733	1000	517	121	750	558	578	986	733	45
160	20	0.8	0.2	sig1	1000	1000	97	733	1000	517	121	750	558	578	986	733	45
160	20	0.8	0.2	bsln	733	733	93	733	733	515	121	698	555	575	733	733	45
160	20	0.8	0.2	sig2	93	93	93	93	93	93	73	93	93	93	93	93	39
160	20	0.8	0.2	big2	733	733	99	733	733	515	132	698	555	575	733	733	45
160	20	0.8	0.2	s2or	733	733	93	733	733	515	141	698	555	575	733	733	99
320	20	0.8	0.2	raw	1000	1000	97	733	1000	522	91	704	543	569	982	733	45
320	20	0.8	0.2	sig1	1000	1000	97	733	1000	522	91	704	543	569	982	733	45
320	20	0.8	0.2	bsln	733	733	93	733	733	522	91	693	543	569	733	733	45
320	20	0.8	0.2	sig2	93	93	93	93	93	93	71	93	93	93	93	93	44
320	20	0.8	0.2	big2	733	733	94	733	733	522	101	693	543	569	733	733	45
320	20	0.8	0.2	s2or	733	733	93	733	733	522	113	693	543	569	733	733	94
20	40	0.8	0.2	raw	1000	688	127	824	542	350	544	892	650	686	988	632	55
20	40	0.8	0.2	sig1	688	688	86	569	448	105	253	580	344	380	676	439	2
20	40	0.8	0.2	bsln	569	569	84	569	444	105	253	517	337	371	566	439	2
20	40	0.8	0.2	sig2	84	84	84	84	84	54	77	83	79	81	84	84	2
20	40	0.8	0.2	big2	569	569	84	569	444	105	253	517	337	371	566	439	2
20	40	0.8	0.2	s2or	569	569	84	569	444	135	260	518	342	374	566	439	84
40	40	0.8	0.2	raw	1000	948	127	826	864	323	335	827	522	552	983	826	30
40	40	0.8	0.2	sig1	948	948	124	781	845	275	286	775	471	501	931	781	20
40	40	0.8	0.2	bsln	781	781	122	781	763	275	286	696	459	488	778	781	20
40	40	0.8	0.2	sig2	122	122	122	122	122	106	109	121	120	120	122	122	20
40	40	0.8	0.2	big2	781	781	122	781	763	275	286	696	459	488	778	781	20
40	40	0.8	0.2	s2or	781	781	122	781	763	291	299	697	461	490	778	781	122
80	40	0.8	0.2	raw	1000	997	127	826	990	285	160	720	424	460	965	826	8
80	40	0.8	0.2	sig1	997	997	127	823	989	282	157	717	421	457	962	823	7
80	40	0.8	0.2	bsln	823	823	125	823	822	281	157	683	419	454	821	823	7
80	40	0.8	0.2	sig2	125	125	125	125	125	109	91	125	120	121	125	125	7
80	40	0.8	0.2	big2	823	823	125	823	822	281	157	683	419	454	821	823	7
80	40	0.8	0.2	s2or	823	823	125	823	822	297	191	683	424	458	821	823	125
160	40	0.8	0.2	raw	1000	1000	127	826	1000	262	59	597	331	347	939	826	8
160	40	0.8	0.2	sig1	1000	1000	127	826	1000	262	59	597	331	347	939	826	8
160	40	0.8	0.2	bsln	826	826	125	826	826	262	59	588	331	347	822	826	8
160	40	0.8	0.2	sig2	125	125	125	125	125	118	54	125	123	124	125	125	8
160	40	0.8	0.2	big2	826	826	125	826	826	262	59	588	331	347	822	826	8
160	40	0.8	0.2	s2or	826	826	125	826	826	269	130	588	333	348	822	826	125
320	40	0.8	0.2	raw	1000	1000	127	826	1000	259	37	497	289	310	924	826	3
320	40	0.8	0.2	sig1	1000	1000	127	826	1000	259	37	497	289	310	924	826	3
320	40	0.8	0.2	bsln	826	826	125	826	826	259	37	497	289	310	826	826	3
320	40	0.8	0.2	sig2	125	125	125	125	125	122	37	125	123	124	125	125	3
320	40	0.8	0.2	big2	826	826	125	826	826	259	37	497	289	310	826	826	3
320	40	0.8	0.2	s2or	826	826	125	826	826	262	125	497	291	311	826	826	125
20	80	0.8	0.2	raw	1000	688	249	893	572	204	556	837	604	651	989	433	45
20	80	0.8	0.2	sig1	688	688	182	621	457	24	258	525	296	342	677	310	0
20	80	0.8	0.2	bsln	621	621	182	621	457	24	258	505	296	342	616	310	0
20	80	0.8	0.2	sig2	182	182	182	182	182	24	112	162	118	135	182	182	0
20	80	0.8	0.2	big2	621	621	182	621	457	24	258	505	296	342	616	310	0
20	80	0.8	0.2	s2or	621	621	182	621	457	182	328	525	360	389	616	310	182
40	80	0.8	0.2	raw	1000	948	249	899	847	152	294	738	410	439	974	778	12
40	80	0.8	0.2	sig1	948	948	238	855	825	117	246	686	360	389	922	745	6
40	80	0.8	0.2	bsln	855	855	238	855	814	117	246	654	357	384	841	745	6
40	80	0.8	0.2	sig2	238	238	238	238	238	90	143	225	176	182	238	238	6
40	80	0.8	0.2	big2	855	855	238	855	814	117	246	654	357	384	841	745	6
40	80	0.8	0.2	s2or	855	855	238	855	814	265	341	667	419	440	841	745	238
80	80	0.8	0.2	raw	1000	997	249	899	991	106	111	581	255	279	910	899	7
80	80	0.8	0.2	sig1	997	997	249	896	989	103	108	578	252	276	907	896	6
80	80	0.8	0.2	bsln	896	896	249	896	893	103	108	569	252	276	853	896	6
80	80	0.8	0.2	sig2	249	249	249	249	249	71	75	237	138	150	249	249	6
80	80	0.8	0.2	big2	896	896	249	896	893	103	108	569	252	276	853	896	6
80	80	0.8	0.2	s2or	896	896	249	896	893	281	282	581	363	375	853	896	249
160	80	0.8	0.2	raw	1000	1000	249	899	1000	76	23	397	124	132	820	899	0
160	80	0.8	0.2	sig1	1000	1000	249	899	1000	76	23	397	124	132	820	899	0
160	80	0.8	0.2	bsln	899	899	249	899	899	76	23	397	124	132	801	899	0
160	80	0.8	0.2	sig2	249	249	249	249	249	68	23	219	105	112	249	249	0
160	80	0.8	0.2	big2	899	899	249	899	899	76	23	397	124	132	801	899	0
160	80	0.8	0.2	s2or	899	899	249	899	899	257	249	427	268	269	801	899	249
320	80	0.8	0.2	raw	1000	1000	249	899	1000	62	6	245	88	98	751	899	0
320	80	0.8	0.2	sig1	1000	1000	249	899	1000	62	6	245	88	98	751	899	0
320	80	0.8	0.2	bsln	899	899	249	899	899	62	6	245	88	98	748	899	0
320	80	0.8	0.2	sig2	249	249	249	249	249	62	6	187	85	94	249	249	0
320	80	0.8	0.2	big2	899	899	249	899	899	62	6	245	88	98	748	899	0
320	80	0.8	0.2	s2or	899	899	249	899	899	249	249	307	252	253	748	899	249
20	160	0.8	0.2	raw	1000	688	449	968	687	121	549	787	555	593	983	172	31
20	160	0.8	0.2	sig1	688	688	311	670	512	1	239	475	244	282	671	127	0
20	160	0.8	0.2	bsln	670	670	311	670	512	1	239	473	244	282	654	127	0
20	160	0.8	0.2	sig2	311	311	311	311	311	1	166	251	165	180	310	127	0
20	160	0.8	0.2	big2	670	670	311	670	512	1	239	473	244	282	654	127	0
20	160	0.8	0.2	s2or	670	670	311	670	512	311	384	533	390	413	655	311	311
40	160	0.8	0.2	raw	1000	948	449	974	875	66	286	637	344	365	945	646	7
40	160	0.8	0.2	sig1	948	948	422	924	841	31	234	585	292	313	893	611	2
40	160	0.8	0.2	bsln	924	924	422	924	839	31	234	582	292	313	877	611	2
40	160	0.8	0.2	sig2	422	422	422	422	422	31	168	331	196	208	415	422	2
40	160	0.8	0.2	big2	924	924	422	924	839	31	234	582	292	313	877	611	2
40	160	0.8	0.2	s2or	924	924	422	924	839	422	488	673	518	527	884	611	422
80	160	0.8	0.2	raw	1000	997	449	974	992	35	86	398	145	151	813	896	1
80	160	0.8	0.2	sig1	997	997	448	971	990	32	83	395	142	148	810	893	0
80	160	0.8	0.2	bsln	971	971	448	971	970	32	83	395	142	148	804	893	0
80	160	0.8	0.2	sig2	448	448	448	448	448	29	69	271	113	116	424	448	0
80	160	0.8	0.2	big2	971	971	448	971	970	32	83	395	142	148	804	893	0
80	160	0.8	0.2	s2or	971	971	448	971	970	451	462	572	477	480	828	893	448
160	160	0.8	0.2	raw	1000	1000	449	974	1000	10	10	163	32	33	589	974	0
160	160	0.8	0.2	sig1	1000	1000	449	974	1000	10	10	163	32	33	589	974	0
160	160	0.8	0.2	bsln	974	974	449	974	974	10	10	163	32	33	589	974	0
160	160	0.8	0.2	sig2	449	449	449	449	449	10	10	149	32	33	396	449	0
160	160	0.8	0.2	big2	974	974	449	974	974	10	10	163	32	33	589	974	0
160	160	0.8	0.2	s2or	974	974	449	974	974	449	449	463	449	449	642	974	449
320	160	0.8	0.2	raw	1000	1000	449	974	1000	4	2	50	9	10	371	974	0
320	160	0.8	0.2	sig1	1000	1000	449	974	1000	4	2	50	9	10	371	974	0
320	160	0.8	0.2	bsln	974	974	449	974	974	4	2	50	9	10	371	974	0
320	160	0.8	0.2	sig2	449	449	449	449	449	4	2	49	9	10	305	449	0
320	160	0.8	0.2	big2	974	974	449	974	974	4	2	50	9	10	371	974	0
320	160	0.8	0.2	s2or	974	974	449	974	974	449	449	450	449	449	515	974	449
20	320	0.8	0.2	raw	1000	688	697	989	853	86	547	736	532	571	978	18	28
20	320	0.8	0.2	sig1	688	688	470	685	597	0	235	424	220	259	666	10	0
20	320	0.8	0.2	bsln	685	685	470	685	597	0	235	422	220	259	663	10	0
20	320	0.8	0.2	sig2	470	470	470	470	470	0	199	330	189	212	459	10	0
20	320	0.8	0.2	big2	685	685	470	685	597	0	235	422	220	259	663	10	0
20	320	0.8	0.2	s2or	685	685	470	685	597	470	506	562	501	517	674	470	470
40	320	0.8	0.2	raw	1000	948	697	995	937	24	272	534	300	324	931	430	3
40	320	0.8	0.2	sig1	948	948	664	943	894	5	220	482	248	272	879	410	0
40	320	0.8	0.2	bsln	943	943	664	943	894	5	220	482	248	272	875	410	0
40	320	0.8	0.2	sig2	664	664	664	664	664	5	186	380	209	228	626	410	0
40	320	0.8	0.2	big2	943	943	664	943	894	5	220	482	248	272	875	410	0
40	320	0.8	0.2	s2or	943	943	664	943	894	664	698	766	703	708	913	664	664
80	320	0.8	0.2	raw	1000	997	697	995	992	6	58	226	81	85	750	875	0
80	320	0.8	0.2	sig1	997	997	696	992	990	4	55	223	78	82	747	873	0
80	320	0.8	0.2	bsln	992	992	696	992	987	4	55	223	78	82	746	873	0
80	320	0.8	0.2	sig2	696	696	696	696	696	4	51	196	71	75	572	696	0
80	320	0.8	0.2	big2	992	992	696	992	987	4	55	223	78	82	746	873	0
80	320	0.8	0.2	s2or	992	992	696	992	987	696	700	723	703	703	870	873	696
160	320	0.8	0.2	raw	1000	1000	697	995	1000	0	2	56	7	9	338	979	0
160	320	0.8	0.2	sig1	1000	1000	697	995	1000	0	2	56	7	9	338	979	0
160	320	0.8	0.2	bsln	995	995	697	995	995	0	2	56	7	9	337	979	0
160	320	0.8	0.2	sig2	697	697	697	697	697	0	2	55	7	9	309	697	0
160	320	0.8	0.2	big2	995	995	697	995	995	0	2	56	7	9	337	979	0
160	320	0.8	0.2	s2or	995	995	697	995	995	697	697	698	697	697	725	979	697
320	320	0.8	0.2	raw	1000	1000	697	995	1000	0	0	2	0	0	88	995	0
320	320	0.8	0.2	sig1	1000	1000	697	995	1000	0	0	2	0	0	88	995	0
320	320	0.8	0.2	bsln	995	995	697	995	995	0	0	2	0	0	88	995	0
320	320	0.8	0.2	sig2	697	697	697	697	697	0	0	2	0	0	87	697	0
320	320	0.8	0.2	big2	995	995	697	995	995	0	0	2	0	0	88	995	0
320	320	0.8	0.2	s2or	995	995	697	995	995	697	697	697	697	697	698	995	697
20	20	1	0.2	raw	1000	855	97	732	671	337	360	850	554	609	982	732	48
20	20	1	0.2	sig1	855	855	82	633	640	222	245	708	418	473	837	633	16
20	20	1	0.2	bsln	633	633	81	633	587	222	245	590	395	442	630	633	16
20	20	1	0.2	sig2	81	81	81	81	81	68	69	79	73	75	81	81	16
20	20	1	0.2	big2	633	633	81	633	587	222	245	590	395	442	630	633	16
20	20	1	0.2	s2or	633	633	81	633	587	235	257	592	403	448	630	633	81
40	20	1	0.2	raw	1000	989	97	733	969	327	202	746	442	493	975	733	18
40	20	1	0.2	sig1	989	989	97	725	965	318	193	735	432	483	964	725	15
40	20	1	0.2	bsln	725	725	93	725	723	315	193	669	423	472	725	725	15
40	20	1	0.2	sig2	93	93	93	93	93	82	77	93	86	87	93	93	15
40	20	1	0.2	big2	725	725	93	725	723	315	193	669	423	472	725	725	15
40	20	1	0.2	s2or	725	725	93	725	723	326	209	669	430	478	725	725	93
80	20	1	0.2	raw	1000	1000	97	733	1000	295	95	649	376	412	957	733	9
80	20	1	0.2	sig1	1000	1000	97	733	1000	295	95	649	376	412	957	733	9
80	20	1	0.2	bsln	733	733	93	733	733	295	95	627	375	411	733	733	9
80	20	1	0.2	sig2	93	93	93	93	93	91	62	93	93	93	93	93	9
80	20	1	0.2	big2	733	733	93	733	733	295	96	627	375	411	733	733	9
80	20	1	0.2	s2or	733	733	93	733	733	297	126	627	375	411	733	733	93
160	20	1	0.2	raw	1000	1000	97	733	1000	289	51	553	329	366	943	733	7
160	20	1	0.2	sig1	1000	1000	97	733	1000	289	51	553	329	366	943	733	7
160	20	1	0.2	bsln	733	733	93	733	733	289	51	550	329	366	733	733	7
160	20	1	0.2	sig2	93	93	93	93	93	93	46	93	93	93	93	93	7
160	20	1	0.2	big2	733	733	93	733	733	289	51	550	329	366	733	733	7
160	20	1	0.2	s2or	733	733	93	733	733	289	98	550	329	366	733	733	93
320	20	1	0.2	raw	1000	1000	97	733	1000	286	24	467	309	356	940	733	6
320	20	1	0.2	sig1	1000	1000	97	733	1000	286	24	467	309	356	940	733	6
320	20	1	0.2	bsln	733	733	93	733	733	286	24	467	309	356	733	733	6
320	20	1	0.2	sig2	93	93	93	93	93	93	24	93	93	93	93	93	6
320	20	1	0.2	big2	733	733	93	733	733	286	25	467	309	356	733	733	6
320	20	1	0.2	s2or	733	733	93	733	733	286	93	467	309	356	733	733	93
20	40	1	0.2	raw	1000	855	127	825	652	196	357	762	439	498	972	633	24
20	40	1	0.2	sig1	855	855	108	711	608	93	224	617	297	355	827	543	1
20	40	1	0.2	bsln	711	711	106	711	602	93	224	565	295	348	697	543	1
20	40	1	0.2	sig2	106	106	106	106	106	49	81	102	89	93	106	106	1
20	40	1	0.2	big2	711	711	106	711	602	93	224	565	295	348	697	543	1
20	40	1	0.2	s2or	711	711	106	711	602	150	249	569	312	361	697	543	106
40	40	1	0.2	raw	1000	989	127	826	962	134	146	610	258	290	933	826	7
40	40	1	0.2	sig1	989	989	125	816	954	123	135	599	247	279	922	816	4
40	40	1	0.2	bsln	816	816	123	816	809	123	135	578	247	278	791	816	4
40	40	1	0.2	sig2	123	123	123	123	123	65	70	121	86	93	123	123	4
40	40	1	0.2	big2	816	816	123	816	809	123	135	578	247	278	791	816	4
40	40	1	0.2	s2or	816	816	123	816	809	181	188	580	284	308	791	816	123
80	40	1	0.2	raw	1000	1000	127	826	999	99	43	438	171	188	871	826	1
80	40	1	0.2	sig1	1000	1000	127	826	999	99	43	438	171	188	871	826	1
80	40	1	0.2	bsln	826	826	125	826	826	99	43	434	171	188	784	826	1
80	40	1	0.2	sig2	125	125	125	125	125	71	37	122	96	100	125	125	1
80	40	1	0.2	big2	826	826	125	826	826	99	43	434	171	188	784	826	1
80	40	1	0.2	s2or	826	826	125	826	826	153	131	437	200	213	784	826	125
160	40	1	0.2	raw	1000	1000	127	826	1000	85	13	298	119	126	789	826	0
160	40	1	0.2	sig1	1000	1000	127	826	1000	85	13	298	119	126	789	826	0
160	40	1	0.2	bsln	826	826	125	826	826	85	13	298	119	126	758	826	0
160	40	1	0.2	sig2	125	125	125	125	125	70	13	121	89	93	125	125	0
160	40	1	0.2	big2	826	826	125	826	826	85	13	298	119	126	758	826	0
160	40	1	0.2	s2or	826	826	125	826	826	140	125	302	155	158	758	826	125
320	40	1	0.2	raw	1000	1000	127	826	1000	75	1	199	90	99	751	826	0
320	40	1	0.2	sig1	1000	1000	127	826	1000	75	1	199	90	99	751	826	0
320	40	1	0.2	bsln	826	826	125	826	826	75	1	199	90	99	740	826	0
320	40	1	0.2	sig2	125	125	125	125	125	69	1	118	81	89	125	125	0
320	40	1	0.2	big2	826	826	125	826	826	75	1	199	90	99	740	826	0
320	40	1	0.2	s2or	826	826	125	826	826	131	125	206	134	135	740	826	125
20	80	1	0.2	raw	1000	855	249	898	656	103	347	705	386	425	946	433	9
20	80	1	0.2	sig1	855	855	210	769	589	19	204	560	241	280	801	363	0
20	80	1	0.2	bsln	769	769	210	769	589	19	204	542	240	279	733	363	0
20	80	1	0.2	sig2	210	210	210	210	210	19	110	186	114	132	207	210	0
20	80	1	0.2	big2	769	769	210	769	589	19	204	542	240	279	733	363	0
20	80	1	0.2	s2or	769	769	210	769	589	210	304	566	336	357	736	363	210
40	80	1	0.2	raw	1000	989	249	899	926	43	100	464	167	189	856	778	2
40	80	1	0.2	sig1	989	989	246	890	921	36	91	453	156	178	845	771	1
40	80	1	0.2	bsln	890	890	246	890	878	36	91	445	156	178	793	771	1
40	80	1	0.2	sig2	246	246	246	246	246	30	63	191	93	104	240	246	1
40	80	1	0.2	big2	890	890	246	890	878	36	91	445	156	178	793	771	1
40	80	1	0.2	s2or	890	890	246	890	878	252	274	500	309	320	799	771	246
80	80	1	0.2	raw	1000	1000	249	899	998	21	22	240	56	69	683	899	0
80	80	1	0.2	sig1	1000	1000	249	899	998	21	22	240	56	69	683	899	0
80	80	1	0.2	bsln	899	899	249	899	899	21	22	238	56	69	670	899	0
80	80	1	0.2	sig2	249	249	249	249	249	19	20	151	50	58	242	249	0
80	80	1	0.2	big2	899	899	249	899	899	21	22	238	56	69	670	899	0
80	80	1	0.2	s2or	899	899	249	899	899	251	251	336	255	260	677	899	249
160	80	1	0.2	raw	1000	1000	249	899	1000	5	2	91	15	17	471	899	0
160	80	1	0.2	sig1	1000	1000	249	899	1000	5	2	91	15	17	471	899	0
160	80	1	0.2	bsln	899	899	249	899	899	5	2	91	15	17	471	899	0
160	80	1	0.2	sig2	249	249	249	249	249	5	2	77	15	17	230	249	0
160	80	1	0.2	big2	899	899	249	899	899	5	2	91	15	17	471	899	0
160	80	1	0.2	s2or	899	899	249	899	899	249	249	263	249	249	490	899	249
320	80	1	0.2	raw	1000	1000	249	899	1000	3	0	40	8	12	321	899	0
320	80	1	0.2	sig1	1000	1000	249	899	1000	3	0	40	8	12	321	899	0
320	80	1	0.2	bsln	899	899	249	899	899	3	0	40	8	12	321	899	0
320	80	1	0.2	sig2	249	249	249	249	249	3	0	39	8	12	206	249	0
320	80	1	0.2	big2	899	899	249	899	899	3	0	40	8	12	321	899	0
320	80	1	0.2	s2or	899	899	249	899	899	249	249	250	249	249	364	899	249
20	160	1	0.2	raw	1000	855	449	973	737	62	322	598	326	360	943	172	13
20	160	1	0.2	sig1	855	855	370	832	641	1	179	453	183	216	798	134	0
20	160	1	0.2	bsln	832	832	370	832	641	1	179	450	183	216	778	134	0
20	160	1	0.2	sig2	370	370	370	370	370	1	117	240	118	136	355	134	0
20	160	1	0.2	big2	832	832	370	832	641	1	179	450	183	216	778	134	0
20	160	1	0.2	s2or	832	832	370	832	641	370	432	580	435	450	793	370	370
40	160	1	0.2	raw	1000	989	449	974	932	15	79	316	108	125	791	646	2
40	160	1	0.2	sig1	989	989	444	963	922	7	68	305	97	114	780	637	1
40	160	1	0.2	bsln	963	963	444	963	918	7	68	304	96	113	771	637	1
40	160	1	0.2	sig2	444	444	444	444	444	7	56	210	77	89	397	444	1
40	160	1	0.2	big2	963	963	444	963	918	7	68	304	96	113	771	637	1
40	160	1	0.2	s2or	963	963	444	963	918	444	456	538	463	468	818	637	444
80	160	1	0.2	raw	1000	1000	449	974	998	1	8	97	17	18	449	896	0
80	160	1	0.2	sig1	1000	1000	449	974	998	1	8	97	17	18	449	896	0
80	160	1	0.2	bsln	974	974	449	974	974	1	8	97	17	18	448	896	0
80	160	1	0.2	sig2	449	449	449	449	449	1	8	81	16	17	295	449	0
80	160	1	0.2	big2	974	974	449	974	974	1	8	97	17	18	448	896	0
80	160	1	0.2	s2or	974	974	449	974	974	449	449	465	450	450	602	896	449
160	160	1	0.2	raw	1000	1000	449	974	1000	0	0	22	2	3	147	974	0
160	160	1	0.2	sig1	1000	1000	449	974	1000	0	0	22	2	3	147	974	0
160	160	1	0.2	bsln	974	974	449	974	974	0	0	22	2	3	147	974	0
160	160	1	0.2	sig2	449	449	449	449	449	0	0	22	2	3	133	449	0
160	160	1	0.2	big2	974	974	449	974	974	0	0	22	2	3	147	974	0
160	160	1	0.2	s2or	974	974	449	974	974	449	449	449	449	449	463	974	449
320	160	1	0.2	raw	1000	1000	449	974	1000	0	0	1	1	1	42	974	0
320	160	1	0.2	sig1	1000	1000	449	974	1000	0	0	1	1	1	42	974	0
320	160	1	0.2	bsln	974	974	449	974	974	0	0	1	1	1	42	974	0
320	160	1	0.2	sig2	449	449	449	449	449	0	0	1	1	1	41	449	0
320	160	1	0.2	big2	974	974	449	974	974	0	0	1	1	1	42	974	0
320	160	1	0.2	s2or	974	974	449	974	974	449	449	449	449	449	450	974	449
20	320	1	0.2	raw	1000	855	697	994	881	28	334	512	327	351	928	18	7
20	320	1	0.2	sig1	855	855	598	850	765	0	189	367	182	206	783	14	0
20	320	1	0.2	bsln	850	850	598	850	765	0	189	367	182	206	779	14	0
20	320	1	0.2	sig2	598	598	598	598	598	0	162	293	156	175	552	14	0
20	320	1	0.2	big2	850	850	598	850	765	0	189	367	182	206	779	14	0
20	320	1	0.2	s2or	850	850	598	850	765	598	625	672	624	629	825	598	598
40	320	1	0.2	raw	1000	989	697	995	961	6	75	199	86	92	738	430	1
40	320	1	0.2	sig1	989	989	687	984	951	0	64	188	75	81	727	422	0
40	320	1	0.2	bsln	984	984	687	984	951	0	64	188	75	81	726	422	0
40	320	1	0.2	sig2	687	687	687	687	687	0	59	165	68	72	550	422	0
40	320	1	0.2	big2	984	984	687	984	951	0	64	188	75	81	726	422	0
40	320	1	0.2	s2or	984	984	687	984	951	687	692	710	694	696	863	687	687
80	320	1	0.2	raw	1000	1000	697	995	999	0	6	44	10	12	315	875	0
80	320	1	0.2	sig1	1000	1000	697	995	999	0	6	44	10	12	315	875	0
80	320	1	0.2	bsln	995	995	697	995	995	0	6	44	10	12	314	875	0
80	320	1	0.2	sig2	697	697	697	697	697	0	6	42	10	12	273	697	0
80	320	1	0.2	big2	995	995	697	995	995	0	6	44	10	12	314	875	0
80	320	1	0.2	s2or	995	995	697	995	995	697	697	699	697	697	738	875	697
160	320	1	0.2	raw	1000	1000	697	995	1000	0	0	1	0	0	49	979	0
160	320	1	0.2	sig1	1000	1000	697	995	1000	0	0	1	0	0	49	979	0
160	320	1	0.2	bsln	995	995	697	995	995	0	0	1	0	0	49	979	0
160	320	1	0.2	sig2	697	697	697	697	697	0	0	1	0	0	49	697	0
160	320	1	0.2	big2	995	995	697	995	995	0	0	1	0	0	49	979	0
160	320	1	0.2	s2or	995	995	697	995	995	697	697	697	697	697	697	979	697
320	320	1	0.2	raw	1000	1000	697	995	1000	0	0	0	0	0	1	995	0
320	320	1	0.2	sig1	1000	1000	697	995	1000	0	0	0	0	0	1	995	0
320	320	1	0.2	bsln	995	995	697	995	995	0	0	0	0	0	1	995	0
320	320	1	0.2	sig2	697	697	697	697	697	0	0	0	0	0	1	697	0
320	320	1	0.2	big2	995	995	697	995	995	0	0	0	0	0	1	995	0
320	320	1	0.2	s2or	995	995	697	995	995	697	697	697	697	697	697	995	697
20	20	0	0.5	raw	1000	36	374	517	177	593	576	934	799	779	998	517	409
20	20	0	0.5	sig1	36	36	15	22	19	20	20	27	23	23	36	22	8
20	20	0	0.5	bsln	22	22	11	22	19	20	20	22	22	22	22	22	8
20	20	0	0.5	sig2	11	11	11	11	11	11	11	11	11	11	11	11	8
20	20	0	0.5	big2	22	22	11	22	19	20	20	22	22	22	22	22	8
20	20	0	0.5	s2or	22	22	11	22	19	20	20	22	22	22	22	22	11
40	20	0	0.5	raw	1000	47	374	504	149	598	412	926	732	711	995	504	438
40	20	0	0.5	sig1	47	47	8	26	26	29	23	44	34	34	46	26	11
40	20	0	0.5	bsln	26	26	5	26	25	26	23	26	26	26	26	26	11
40	20	0	0.5	sig2	5	5	5	5	5	5	3	5	5	5	5	5	5
40	20	0	0.5	big2	26	26	11	26	25	26	25	26	26	26	26	26	11
40	20	0	0.5	s2or	26	26	5	26	25	26	25	26	26	26	26	26	11
80	20	0	0.5	raw	1000	50	374	471	105	605	259	879	698	665	989	471	431
80	20	0	0.5	sig1	50	50	15	18	24	24	11	40	29	29	48	18	12
80	20	0	0.5	bsln	18	18	7	18	17	17	11	18	17	17	18	18	12
80	20	0	0.5	sig2	7	7	7	7	7	6	2	7	6	6	7	7	7
80	20	0	0.5	big2	18	18	12	18	17	18	16	18	18	18	18	18	12
80	20	0	0.5	s2or	18	18	7	18	17	18	16	18	18	18	18	18	12
160	20	0	0.5	raw	1000	47	374	494	75	631	172	817	656	644	989	494	455
160	20	0	0.5	sig1	47	47	18	26	32	28	14	36	29	29	46	26	20
160	20	0	0.5	bsln	26	26	9	26	26	24	14	25	24	24	26	26	20
160	20	0	0.5	sig2	9	9	9	9	9	7	0	8	7	7	9	9	9
160	20	0	0.5	big2	26	26	20	26	26	26	25	26	26	26	26	26	20
160	20	0	0.5	s2or	26	26	9	26	26	26	23	26	26	26	26	26	20
320	20	0	0.5	raw	1000	41	374	515	61	633	119	783	656	633	987	515	496
320	20	0	0.5	sig1	41	41	21	26	30	26	8	33	27	27	40	26	24
320	20	0	0.5	bsln	26	26	15	26	25	21	8	24	21	21	26	26	24
320	20	0	0.5	sig2	15	15	15	15	15	10	0	13	10	10	15	15	15
320	20	0	0.5	big2	26	26	24	26	25	26	25	26	26	26	26	26	24
320	20	0	0.5	s2or	26	26	15	26	25	26	23	26	26	26	26	26	24
20	40	0	0.5	raw	1000	36	598	525	434	436	635	929	762	753	998	501	426
20	40	0	0.5	sig1	36	36	21	22	21	18	22	25	23	23	35	22	1
20	40	0	0.5	bsln	22	22	14	22	21	18	22	22	22	22	22	22	1
20	40	0	0.5	sig2	14	14	14	14	14	13	14	14	14	14	14	14	1
20	40	0	0.5	big2	22	22	14	22	21	18	22	22	22	22	22	22	1
20	40	0	0.5	s2or	22	22	14	22	21	19	22	22	22	22	22	22	14
40	40	0	0.5	raw	1000	47	598	496	336	439	428	886	659	640	991	496	448
40	40	0	0.5	sig1	47	47	26	27	26	26	26	34	27	26	43	27	12
40	40	0	0.5	bsln	27	27	17	27	26	26	26	27	27	26	27	27	12
40	40	0	0.5	sig2	17	17	17	17	17	16	16	17	17	16	17	17	12
40	40	0	0.5	big2	27	27	17	27	26	27	27	27	27	27	27	27	12
40	40	0	0.5	s2or	27	27	17	27	26	27	27	27	27	27	27	27	17
80	40	0	0.5	raw	1000	50	598	463	228	408	235	817	538	530	981	463	439
80	40	0	0.5	sig1	50	50	33	20	19	21	17	29	22	22	44	20	13
80	40	0	0.5	bsln	20	20	13	20	19	20	17	20	20	20	20	20	13
80	40	0	0.5	sig2	13	13	13	13	13	13	11	13	13	13	13	13	12
80	40	0	0.5	big2	20	20	14	20	19	20	19	20	20	20	20	20	13
80	40	0	0.5	s2or	20	20	13	20	19	20	19	20	20	20	20	20	14
160	40	0	0.5	raw	1000	47	598	490	140	404	125	735	480	474	972	490	473
160	40	0	0.5	sig1	47	47	31	25	26	22	10	31	24	24	43	25	23
160	40	0	0.5	bsln	25	25	17	25	25	19	10	24	21	21	25	25	23
